Game,Country,AverageRating
Battle Line,Ireland,7.25
Battle Line,Israel,8.0
Battle Line,Italy,7.79
Battle Line,Japan,7.56
Battle Line,Latvia,8.25
Battle Line,Lithuania,6.0
Battle Line,Luxembourg,1.0
Battle Line,Malaysia,6.5
Battle Line,Mexico,8.33
Battle Line,Moldova,10.0
Battle Line,Netherlands,7.08
Battle Line,New Zealand,7.73
Battle Line,Norway,8.0
Battle Line,Peru,7.0
Battle Line,Philippines,6.5
Battle Line,Poland,7.0
Battle Line,Portugal,7.42
Battle Line,Romania,8.8
Battle Line,Russia,8.14
Battle Line,Slovenia,8.0
Battle Line,South Africa,8.0
Battle Line,South Korea,7.54
Battle Line,Spain,7.94
Battle Line,Sweden,7.6
Battle Line,Taiwan,7.92
Battle Line,Thailand,7.92
Battle Line,Turkey,8.5
Battle Line,Ukraine,9.0
Battle Line,USA,7.75
Battle Line,Uruguay,9.5
Battle Line,Venezuela,8.0
Battle Line,Vietnam,8.75
Battlestar Galactica: The Board Game,Argentina,7.83
Battlestar Galactica: The Board Game,Australia,7.79
Battlestar Galactica: The Board Game,Austria,8.64
Battlestar Galactica: The Board Game,Belarus,8.25
Battlestar Galactica: The Board Game,Belgium,8.91
Battlestar Galactica: The Board Game,Brazil,8.75
Battlestar Galactica: The Board Game,Canada,7.95
Battlestar Galactica: The Board Game,Chile,7.84
Battlestar Galactica: The Board Game,China,7.55
Battlestar Galactica: The Board Game,Colombia,7.38
Battlestar Galactica: The Board Game,Croatia,5.67
Battlestar Galactica: The Board Game,Czech Republic,7.2
Battlestar Galactica: The Board Game,Denmark,7.46
Battlestar Galactica: The Board Game,England,7.4
Battlestar Galactica: The Board Game,Estonia,8.48
Battlestar Galactica: The Board Game,Finland,8.2
Battlestar Galactica: The Board Game,France,7.8
Battlestar Galactica: The Board Game,Germany,7.88
Battlestar Galactica: The Board Game,Greece,8.37
Battlestar Galactica: The Board Game,Hungary,7.14
Battlestar Galactica: The Board Game,Iceland,8.0
Battlestar Galactica: The Board Game,India,8.75
Battlestar Galactica: The Board Game,Indonesia,7.83
Battlestar Galactica: The Board Game,Ireland,6.5
Battlestar Galactica: The Board Game,Israel,8.67
Battlestar Galactica: The Board Game,Italy,7.58
Battlestar Galactica: The Board Game,Japan,5.6
Battlestar Galactica: The Board Game,Latvia,8.38
Battlestar Galactica: The Board Game,Lithuania,9.16
Battlestar Galactica: The Board Game,Luxembourg,9.0
Battlestar Galactica: The Board Game,Malaysia,8.33
Battlestar Galactica: The Board Game,Mexico,8.5
Battlestar Galactica: The Board Game,Netherlands,7.87
Battlestar Galactica: The Board Game,New Zealand,7.53
Battlestar Galactica: The Board Game,Norway,8.11
Battlestar Galactica: The Board Game,Peru,8.38
Battlestar Galactica: The Board Game,Philippines,7.25
Battlestar Galactica: The Board Game,Poland,7.86
Battlestar Galactica: The Board Game,Portugal,9.2
Battlestar Galactica: The Board Game,Qatar,7.4
Battlestar Galactica: The Board Game,Romania,9.33
Battlestar Galactica: The Board Game,Russia,7.98
Battlestar Galactica: The Board Game,Republic of Serbia,8.5
Battlestar Galactica: The Board Game,Slovakia,10.0
Battlestar Galactica: The Board Game,Slovenia,9.75
Battlestar Galactica: The Board Game,South Africa,8.75
Battlestar Galactica: The Board Game,South Korea,7.33
Battlestar Galactica: The Board Game,Spain,7.76
Battlestar Galactica: The Board Game,Sweden,7.45
Battlestar Galactica: The Board Game,Switzerland,6.4
Battlestar Galactica: The Board Game,Taiwan,8.05
Battlestar Galactica: The Board Game,Thailand,7.3
Battlestar Galactica: The Board Game,Turkey,9.0
Battlestar Galactica: The Board Game,Ukraine,8.63
Battlestar Galactica: The Board Game,USA,7.84
Battlestar Galactica: The Board Game,Venezuela,8.0
Betrayal at House on the Hill,Argentina,6.5
Betrayal at House on the Hill,Australia,7.11
Betrayal at House on the Hill,Austria,9.0
Betrayal at House on the Hill,Belgium,7.5
Betrayal at House on the Hill,Brazil,7.84
Betrayal at House on the Hill,Bulgaria,7.58
Betrayal at House on the Hill,Canada,7.38
Betrayal at House on the Hill,Chile,6.0
Betrayal at House on the Hill,China,7.01
Betrayal at House on the Hill,Colombia,7.67
Betrayal at House on the Hill,Costa Rica,8.0
Betrayal at House on the Hill,Croatia,4.75
Betrayal at House on the Hill,Czech Republic,7.0
Betrayal at House on the Hill,Denmark,7.14
Betrayal at House on the Hill,England,6.83
Betrayal at House on the Hill,Estonia,7.0
Betrayal at House on the Hill,Finland,7.14
Betrayal at House on the Hill,France,7.17
Betrayal at House on the Hill,Germany,7.03
Betrayal at House on the Hill,Greece,7.89
Betrayal at House on the Hill,Guatemala,8.5
Betrayal at House on the Hill,Hungary,8.0
Betrayal at House on the Hill,Iceland,8.0
Betrayal at House on the Hill,Indonesia,9.0
Betrayal at House on the Hill,Ireland,7.0
Betrayal at House on the Hill,Israel,5.78
Betrayal at House on the Hill,Italy,7.86
Betrayal at House on the Hill,Japan,6.1
Betrayal at House on the Hill,Latvia,7.33
Betrayal at House on the Hill,Lebanon,9.0
Betrayal at House on the Hill,Lithuania,6.5
Betrayal at House on the Hill,Macedonia,8.67
Betrayal at House on the Hill,Malaysia,7.78
Betrayal at House on the Hill,Mexico,7.5
Betrayal at House on the Hill,Netherlands,6.95
Betrayal at House on the Hill,New Zealand,7.0
Betrayal at House on the Hill,Norway,7.69
Betrayal at House on the Hill,Peru,8.5
Betrayal at House on the Hill,Philippines,7.13
Betrayal at House on the Hill,Poland,7.38
Betrayal at House on the Hill,Portugal,8.04
Betrayal at House on the Hill,Romania,9.17
Betrayal at House on the Hill,Russia,7.81
Betrayal at House on the Hill,Saudi Arabia,7.5
Betrayal at House on the Hill,Republic of Serbia,9.0
Betrayal at House on the Hill,Slovenia,9.0
Betrayal at House on the Hill,South Korea,7.25
Betrayal at House on the Hill,Spain,6.89
Betrayal at House on the Hill,Sweden,7.42
Betrayal at House on the Hill,Switzerland,6.6
Betrayal at House on the Hill,Taiwan,7.5
Betrayal at House on the Hill,Thailand,7.75
Betrayal at House on the Hill,Ukraine,7.0
Betrayal at House on the Hill,USA,7.34
Betrayal at House on the Hill,Uruguay,9.0
Blokus,Argentina,7.0
Blokus,Australia,7.18
Blokus,Austria,7.4
Blokus,Belarus,9.0
Blokus,Belgium,7.6
Blokus,Brazil,8.37
Blokus,Brunei,8.0
Blokus,Canada,7.32
Blokus,Chile,6.75
Blokus,China,7.16
Blokus,Colombia,10.0
Blokus,Croatia,9.0
Blokus,Czech Republic,6.36
Blokus,Denmark,6.9
Blokus,England,6.93
Blokus,Estonia,7.0
Blokus,Finland,7.21
Blokus,France,7.87
Blokus,Germany,7.58
Blokus,Greece,7.83
Blokus,Guatemala,9.0
Blokus,Hungary,7.89
Blokus,India,6.0
Blokus,Indonesia,5.83
Blokus,Ireland,7.5
Blokus,Israel,6.7
Blokus,Italy,7.2
Blokus,Japan,7.34
Blokus,Latvia,7.4
Blokus,Luxembourg,8.0
Blokus,Malaysia,7.01
Blokus,Mexico,8.5
Blokus,Moldova,10.0
Blokus,Netherlands,7.24
Blokus,New Zealand,6.98
Blokus,Norway,7.77
Blokus,Peru,7.0
Blokus,Philippines,7.5
Blokus,Poland,7.34
Blokus,Portugal,7.41
Blokus,Romania,8.5
Blokus,Russia,7.58
Blokus,Republic of Serbia,7.0
Blokus,Slovakia,8.0
Blokus,Slovenia,9.38
Blokus,South Africa,5.33
Blokus,South Korea,7.02
Blokus,Spain,7.35
Blokus,Sweden,6.85
Blokus,Switzerland,6.93
Blokus,Taiwan,8.04
Blokus,Thailand,8.18
Blokus,Ukraine,5.0
Blokus,USA,7.23
Bohnanza,Argentina,7.82
Bohnanza,Australia,7.4
Bohnanza,Austria,7.87
Bohnanza,Belarus,5.0
Bohnanza,Belgium,7.48
Bohnanza,Brazil,7.5
Bohnanza,Brunei,8.0
Bohnanza,Bulgaria,6.0
Bohnanza,Canada,7.46
Bohnanza,Chile,7.59
Bohnanza,China,7.16
Bohnanza,Colombia,8.12
Bohnanza,Costa Rica,9.0
Bohnanza,Croatia,7.08
Bohnanza,Czech Republic,6.5
Bohnanza,Denmark,7.54
Bohnanza,England,7.48
Bohnanza,Estonia,7.57
Bohnanza,Finland,7.71
Bohnanza,France,7.48
Bohnanza,Germany,7.71
Bohnanza,Greece,7.45
Bohnanza,Hungary,7.43
Bohnanza,Iceland,8.0
Bohnanza,India,7.7
Bohnanza,Indonesia,7.14
Bohnanza,Ireland,7.85
Bohnanza,Israel,7.01
Bohnanza,Italy,7.27
Bohnanza,Japan,7.72
Bohnanza,Latvia,7.25
Bohnanza,Lithuania,6.33
Bohnanza,Luxembourg,6.5
Bohnanza,Malaysia,7.41
Bohnanza,Mexico,8.3
Bohnanza,Netherlands,7.51
Bohnanza,New Zealand,7.51
Bohnanza,Norway,7.83
Bohnanza,Peru,5.5
Bohnanza,Philippines,6.75
Bohnanza,Poland,7.73
Bohnanza,Portugal,7.21
Bohnanza,Romania,7.66
Bohnanza,Russia,7.18
Bohnanza,Saudi Arabia,9.0
Bohnanza,Republic of Serbia,7.08
Bohnanza,Slovakia,8.0
Bohnanza,Slovenia,8.5
Bohnanza,South Africa,8.0
Bohnanza,South Korea,7.63
Bohnanza,Spain,7.5
Bohnanza,Sweden,7.15
Bohnanza,Switzerland,7.76
Bohnanza,Taiwan,7.04
Bohnanza,Thailand,7.96
Bohnanza,Turkey,7.5
Bohnanza,Uganda,7.5
Bohnanza,Ukraine,4.75
Bohnanza,USA,7.51
Bohnanza,Uruguay,9.5
Bohnanza,Venezuela,7.0
Bohnanza,Vietnam,4.0
Bohnanza,Zambia,7.0
Camel Up,Argentina,7.5
Camel Up,Australia,7.65
Camel Up,Austria,7.17
Camel Up,Belarus,5.0
Camel Up,Belgium,7.2
Camel Up,Brazil,7.95
Camel Up,Bulgaria,7.5
Camel Up,Canada,7.3
Camel Up,Chile,8.16
Camel Up,China,7.74
Camel Up,Colombia,10.0
Camel Up,Croatia,8.7
Camel Up,Czech Republic,7.4
Camel Up,Denmark,6.8
Camel Up,England,7.13
Camel Up,Finland,7.17
Camel Up,France,6.07
Camel Up,Germany,7.24
Camel Up,Greece,7.47
Camel Up,Hungary,7.71
Camel Up,Iceland,7.5
Camel Up,India,7.5
Camel Up,Indonesia,9.67
Camel Up,Ireland,7.94
Camel Up,Israel,6.78
Camel Up,Italy,7.3
Camel Up,Japan,7.3
Camel Up,Latvia,7.31
Camel Up,Lithuania,8.0
Camel Up,Luxembourg,7.0
Camel Up,Malaysia,7.5
Camel Up,Mexico,8.57
Camel Up,Moldova,6.0
Camel Up,Netherlands,7.0
Camel Up,New Zealand,7.14
Camel Up,Norway,6.5
Camel Up,Peru,9.5
Camel Up,Philippines,7.0
Camel Up,Poland,7.66
Camel Up,Portugal,7.54
Camel Up,Qatar,7.2
Camel Up,Romania,7.76
Camel Up,Russia,7.43
Camel Up,Saudi Arabia,8.0
Camel Up,Republic of Serbia,7.69
Camel Up,Slovakia,7.25
Camel Up,Slovenia,8.0
Camel Up,South Africa,8.25
Camel Up,South Korea,7.32
Camel Up,Spain,7.52
Camel Up,Sweden,6.9
Camel Up,Switzerland,7.35
Camel Up,Taiwan,8.03
Camel Up,Thailand,8.23
Camel Up,Ukraine,8.0
Camel Up,USA,7.38
Camel Up,Uruguay,9.0
Camel Up,Venezuela,5.5
Camel Up,Vietnam,6.0
Can't Stop,Albania,6.0
Can't Stop,Argentina,5.0
Can't Stop,Australia,6.54
Can't Stop,Austria,6.75
Can't Stop,Belgium,7.31
Can't Stop,Brazil,6.93
Can't Stop,Brunei,8.0
Can't Stop,Bulgaria,8.0
Can't Stop,Canada,7.35
Can't Stop,Chile,7.5
Can't Stop,China,7.38
Can't Stop,Colombia,7.23
Can't Stop,Czech Republic,6.5
Can't Stop,Denmark,8.1
Can't Stop,England,6.8
Can't Stop,Estonia,8.0
Can't Stop,Finland,6.83
Can't Stop,France,7.59
Can't Stop,Germany,7.45
Can't Stop,Greece,7.1
Can't Stop,Guatemala,7.0
Can't Stop,Hungary,8.67
Can't Stop,Israel,7.0
Can't Stop,Italy,7.25
Can't Stop,Japan,6.97
Can't Stop,Latvia,7.75
Can't Stop,Luxembourg,8.0
Can't Stop,Malaysia,5.23
Can't Stop,Mexico,7.9
Can't Stop,Netherlands,7.07
Can't Stop,New Zealand,7.17
Can't Stop,Norway,7.28
Can't Stop,Poland,6.55
Can't Stop,Portugal,7.49
Can't Stop,Russia,7.0
Can't Stop,Republic of Serbia,8.0
Can't Stop,South Africa,7.0
Can't Stop,South Korea,7.27
Can't Stop,Spain,7.64
Can't Stop,Sweden,7.19
Can't Stop,Switzerland,8.75
Can't Stop,Taiwan,7.5
Can't Stop,Thailand,7.0
Can't Stop,Ukraine,3.0
Can't Stop,USA,7.35
Can't Stop,Uruguay,8.0
Can't Stop,Vietnam,8.0
Carcassonne,Albania,6.0
Carcassonne,Argentina,8.15
Carcassonne,Australia,7.92
Carcassonne,Austria,8.17
Carcassonne,The Bahamas,8.75
Carcassonne,Belarus,9.0
Carcassonne,Belgium,7.84
Carcassonne,Bolivia,8.25
Carcassonne,Bosnia and Herzegovina,10.0
Carcassonne,Brazil,8.2
Carcassonne,Brunei,8.0
Carcassonne,Bulgaria,8.73
Carcassonne,Canada,7.93
Carcassonne,Chile,8.03
Carcassonne,China,8.46
Carcassonne,Colombia,8.39
Carcassonne,Costa Rica,8.5
Carcassonne,Croatia,8.58
Carcassonne,Czech Republic,7.86
Carcassonne,Denmark,7.95
Carcassonne,Ecuador,8.0
Carcassonne,England,7.98
Carcassonne,Estonia,7.99
Carcassonne,Fiji,10.0
Carcassonne,Finland,7.76
Carcassonne,France,7.83
Carcassonne,Germany,8.17
Carcassonne,Greece,7.85
Carcassonne,Guatemala,8.25
Carcassonne,Hungary,8.14
Carcassonne,Iceland,7.71
Carcassonne,India,7.83
Carcassonne,Indonesia,7.92
Carcassonne,Iran,8.0
Carcassonne,Iraq,8.0
Carcassonne,Ireland,8.05
Carcassonne,Israel,7.42
Carcassonne,Italy,7.93
Carcassonne,Japan,7.63
Carcassonne,Kenya,6.5
Carcassonne,Latvia,8.38
Carcassonne,Lithuania,7.96
Carcassonne,Luxembourg,6.67
Carcassonne,Macedonia,8.5
Carcassonne,Malaysia,7.58
Carcassonne,Mexico,8.4
Carcassonne,Moldova,9.5
Carcassonne,Mongolia,6.0
Carcassonne,Netherlands,7.91
Carcassonne,New Zealand,7.56
Carcassonne,Norway,8.0
Carcassonne,Panama,8.5
Carcassonne,Paraguay,8.0
Carcassonne,Peru,8.65
Carcassonne,Philippines,8.04
Carcassonne,Poland,7.93
Carcassonne,Portugal,7.76
Carcassonne,Puerto Rico,8.0
Carcassonne,Qatar,8.1
Carcassonne,Romania,8.7
Carcassonne,Russia,8.07
Carcassonne,Saudi Arabia,8.0
Carcassonne,Republic of Serbia,8.58
Carcassonne,Slovakia,8.42
Carcassonne,Slovenia,7.78
Carcassonne,South Africa,8.08
Carcassonne,South Korea,7.75
Carcassonne,Spain,8.1
Carcassonne,Sri Lanka,8.0
Carcassonne,Sweden,7.86
Carcassonne,Switzerland,8.24
Carcassonne,Taiwan,8.36
Carcassonne,Thailand,7.56
Carcassonne,Trinidad and Tobago,8.0
Carcassonne,Turkey,9.1
Carcassonne,Uganda,9.0
Carcassonne,Ukraine,8.58
Carcassonne,USA,7.97
Carcassonne,Uruguay,9.0
Carcassonne,Venezuela,9.25
Carcassonne,Vietnam,7.83
Carcassonne: Hunters and Gatherers,Argentina,8.33
Carcassonne: Hunters and Gatherers,Australia,7.89
Carcassonne: Hunters and Gatherers,Austria,6.9
Carcassonne: Hunters and Gatherers,Belarus,9.0
Carcassonne: Hunters and Gatherers,Belgium,7.44
Carcassonne: Hunters and Gatherers,Bolivia,9.0
Carcassonne: Hunters and Gatherers,Brazil,7.68
Carcassonne: Hunters and Gatherers,Bulgaria,6.0
Carcassonne: Hunters and Gatherers,Canada,7.65
Carcassonne: Hunters and Gatherers,Chile,8.38
Carcassonne: Hunters and Gatherers,China,7.5
Carcassonne: Hunters and Gatherers,Colombia,9.0
Carcassonne: Hunters and Gatherers,Croatia,8.5
Carcassonne: Hunters and Gatherers,Czech Republic,7.25
Carcassonne: Hunters and Gatherers,Denmark,7.5
Carcassonne: Hunters and Gatherers,England,7.7
Carcassonne: Hunters and Gatherers,Estonia,7.0
Carcassonne: Hunters and Gatherers,Finland,7.34
Carcassonne: Hunters and Gatherers,France,7.55
Carcassonne: Hunters and Gatherers,Germany,7.0
Carcassonne: Hunters and Gatherers,Greece,7.78
Carcassonne: Hunters and Gatherers,Hungary,7.2
Carcassonne: Hunters and Gatherers,India,7.0
Carcassonne: Hunters and Gatherers,Indonesia,8.33
Carcassonne: Hunters and Gatherers,Ireland,7.5
Carcassonne: Hunters and Gatherers,Israel,9.0
Carcassonne: Hunters and Gatherers,Italy,7.47
Carcassonne: Hunters and Gatherers,Japan,6.95
Carcassonne: Hunters and Gatherers,Latvia,7.5
Carcassonne: Hunters and Gatherers,Lithuania,5.0
Carcassonne: Hunters and Gatherers,Macedonia,8.5
Carcassonne: Hunters and Gatherers,Malaysia,7.93
Carcassonne: Hunters and Gatherers,Mexico,7.65
Carcassonne: Hunters and Gatherers,Netherlands,7.32
Carcassonne: Hunters and Gatherers,New Zealand,7.21
Carcassonne: Hunters and Gatherers,Norway,7.18
Carcassonne: Hunters and Gatherers,Poland,7.36
Carcassonne: Hunters and Gatherers,Portugal,7.8
Carcassonne: Hunters and Gatherers,Romania,9.05
Carcassonne: Hunters and Gatherers,Russia,7.4
Carcassonne: Hunters and Gatherers,Republic of Serbia,6.0
Carcassonne: Hunters and Gatherers,Slovakia,4.0
Carcassonne: Hunters and Gatherers,Slovenia,7.0
Carcassonne: Hunters and Gatherers,South Africa,6.25
Carcassonne: Hunters and Gatherers,South Korea,6.9
Carcassonne: Hunters and Gatherers,Spain,7.41
Carcassonne: Hunters and Gatherers,Sweden,7.48
Carcassonne: Hunters and Gatherers,Switzerland,8.0
Carcassonne: Hunters and Gatherers,Taiwan,8.5
Carcassonne: Hunters and Gatherers,Thailand,7.5
Carcassonne: Hunters and Gatherers,Ukraine,8.03
Carcassonne: Hunters and Gatherers,USA,7.46
Cards Against Humanity,Argentina,6.67
Cards Against Humanity,Australia,6.12
Cards Against Humanity,Belgium,8.33
Cards Against Humanity,Brazil,6.54
Cards Against Humanity,Bulgaria,6.5
Cards Against Humanity,Canada,7.01
Cards Against Humanity,Chile,7.5
Cards Against Humanity,China,6.0
Cards Against Humanity,Costa Rica,6.0
Cards Against Humanity,Croatia,9.0
Cards Against Humanity,Czech Republic,5.0
Cards Against Humanity,Denmark,7.5
Cards Against Humanity,England,6.25
Cards Against Humanity,Estonia,4.0
Cards Against Humanity,Finland,5.58
Cards Against Humanity,Germany,5.39
Cards Against Humanity,Greece,7.2
Cards Against Humanity,Hungary,1.0
Cards Against Humanity,Iceland,7.75
Cards Against Humanity,India,5.5
Cards Against Humanity,Ireland,7.4
Cards Against Humanity,Israel,8.25
Cards Against Humanity,Italy,7.4
Cards Against Humanity,Latvia,7.0
Cards Against Humanity,Lithuania,5.0
Cards Against Humanity,Macedonia,8.0
Cards Against Humanity,Malaysia,6.0
Cards Against Humanity,Mexico,7.67
Cards Against Humanity,Netherlands,7.47
Cards Against Humanity,New Zealand,8.17
Cards Against Humanity,Norway,3.0
Cards Against Humanity,Peru,5.0
Cards Against Humanity,Philippines,6.7
Cards Against Humanity,Poland,5.75
Cards Against Humanity,Romania,6.3
Cards Against Humanity,Russia,3.0
Cards Against Humanity,Slovakia,6.0
Cards Against Humanity,Slovenia,10.0
Cards Against Humanity,South Africa,1.0
Cards Against Humanity,South Korea,6.0
Cards Against Humanity,Spain,7.37
Cards Against Humanity,Sri Lanka,6.0
Cards Against Humanity,Sweden,7.0
Cards Against Humanity,Switzerland,7.0
Cards Against Humanity,Taiwan,9.0
Cards Against Humanity,Thailand,5.0
Cards Against Humanity,Turkey,8.0
Cards Against Humanity,USA,6.77
Cards Against Humanity,Venezuela,7.0
Castles of Mad King Ludwig,Argentina,8.35
Castles of Mad King Ludwig,Australia,7.72
Castles of Mad King Ludwig,Austria,7.5
Castles of Mad King Ludwig,Belarus,8.0
Castles of Mad King Ludwig,Belgium,7.33
Castles of Mad King Ludwig,Brazil,8.38
Castles of Mad King Ludwig,Canada,8.03
Castles of Mad King Ludwig,Chile,6.67
Castles of Mad King Ludwig,China,7.44
Castles of Mad King Ludwig,Colombia,10.0
Castles of Mad King Ludwig,Croatia,6.5
Castles of Mad King Ludwig,Czech Republic,8.56
Castles of Mad King Ludwig,Denmark,8.14
Castles of Mad King Ludwig,England,7.58
Castles of Mad King Ludwig,Estonia,9.65
Castles of Mad King Ludwig,Finland,7.98
Castles of Mad King Ludwig,France,7.15
Castles of Mad King Ludwig,Germany,7.43
Castles of Mad King Ludwig,Greece,8.94
Castles of Mad King Ludwig,Hungary,8.0
Castles of Mad King Ludwig,Iceland,7.5
Castles of Mad King Ludwig,India,8.17
Castles of Mad King Ludwig,Ireland,7.83
Castles of Mad King Ludwig,Israel,7.0
Castles of Mad King Ludwig,Italy,8.1
Castles of Mad King Ludwig,Japan,6.64
Castles of Mad King Ludwig,Latvia,8.38
Castles of Mad King Ludwig,Lebanon,8.0
Castles of Mad King Ludwig,Lithuania,7.75
Castles of Mad King Ludwig,Malaysia,8.25
Castles of Mad King Ludwig,Mexico,7.5
Castles of Mad King Ludwig,Netherlands,8.06
Castles of Mad King Ludwig,New Zealand,6.38
Castles of Mad King Ludwig,Norway,7.08
Castles of Mad King Ludwig,Philippines,7.5
Castles of Mad King Ludwig,Poland,7.62
Castles of Mad King Ludwig,Portugal,7.85
Castles of Mad King Ludwig,Romania,8.2
Castles of Mad King Ludwig,Russia,7.5
Castles of Mad King Ludwig,Republic of Serbia,8.5
Castles of Mad King Ludwig,Slovakia,9.0
Castles of Mad King Ludwig,South Africa,8.0
Castles of Mad King Ludwig,South Korea,7.74
Castles of Mad King Ludwig,Spain,8.04
Castles of Mad King Ludwig,Sweden,6.9
Castles of Mad King Ludwig,Switzerland,7.75
Castles of Mad King Ludwig,Taiwan,7.3
Castles of Mad King Ludwig,Thailand,10.0
Castles of Mad King Ludwig,Ukraine,9.15
Castles of Mad King Ludwig,USA,7.98
Castles of Mad King Ludwig,Vietnam,7.83
Catan,Albania,8.5
Catan,Argentina,9.28
Catan,Australia,9.17
Catan,Austria,9.21
Catan,Azerbaijan,9.0
Catan,The Bahamas,8.75
Catan,Belarus,9.36
Catan,Belgium,9.1
Catan,Bolivia,9.17
Catan,Bosnia and Herzegovina,10.0
Catan,Brazil,9.23
Catan,Brunei,10.0
Catan,Bulgaria,9.26
Catan,Canada,9.13
Catan,Chile,9.34
Catan,China,9.27
Catan,Colombia,9.25
Catan,Costa Rica,9.5
Catan,Croatia,9.36
Catan,Cyprus,8.75
Catan,Czech Republic,9.25
Catan,Denmark,9.14
Catan,Dominican Republic,9.0
Catan,Ecuador,9.33
Catan,England,9.1
Catan,Estonia,9.42
Catan,Fiji,9.0
Catan,Finland,8.97
Catan,France,9.24
Catan,Germany,9.32
Catan,Greece,9.18
Catan,Guatemala,9.25
Catan,Honduras,8.4
Catan,Hungary,9.23
Catan,Iceland,9.23
Catan,India,9.37
Catan,Indonesia,9.25
Catan,Iran,9.57
Catan,Iraq,9.0
Catan,Ireland,9.09
Catan,Israel,9.19
Catan,Italy,9.11
Catan,Japan,9.3
Catan,Kenya,8.5
Catan,Latvia,9.34
Catan,Lebanon,9.0
Catan,Lithuania,9.41
Catan,Luxembourg,9.4
Catan,Macedonia,9.5
Catan,Malaysia,9.01
Catan,Mexico,9.34
Catan,Moldova,9.33
Catan,Mongolia,9.0
Catan,Netherlands,9.09
Catan,New Zealand,9.13
Catan,Norway,9.06
Catan,Panama,9.0
Catan,Paraguay,10.0
Catan,Peru,9.39
Catan,Philippines,9.34
Catan,Poland,9.26
Catan,Portugal,9.27
Catan,Puerto Rico,10.0
Catan,Qatar,9.4
Catan,Romania,9.27
Catan,Russia,9.36
Catan,Rwanda,9.0
Catan,Saudi Arabia,9.33
Catan,Republic of Serbia,9.44
Catan,Slovakia,9.35
Catan,Slovenia,9.21
Catan,South Africa,9.33
Catan,South Korea,9.16
Catan,Spain,9.18
Catan,Sri Lanka,9.0
Catan,Sweden,9.18
Catan,Switzerland,9.28
Catan,Taiwan,9.15
Catan,Thailand,9.33
Catan,Trinidad and Tobago,9.0
Catan,Turkey,9.27
Catan,Uganda,8.5
Catan,Ukraine,9.38
Catan,United Arab Emirates,10.0
Catan,USA,9.22
Catan,Uruguay,9.25
Catan,Venezuela,9.41
Catan,Vietnam,9.41
Catan,Zambia,9.0
Catan Card Game,Argentina,8.5
Catan Card Game,Australia,6.79
Catan Card Game,Austria,7.51
Catan Card Game,Belgium,7.69
Catan Card Game,Brazil,7.29
Catan Card Game,Brunei,8.0
Catan Card Game,Bulgaria,8.0
Catan Card Game,Canada,7.08
Catan Card Game,Chile,6.6
Catan Card Game,China,8.0
Catan Card Game,Colombia,6.5
Catan Card Game,Czech Republic,6.92
Catan Card Game,Denmark,8.2
Catan Card Game,England,7.25
Catan Card Game,Estonia,8.0
Catan Card Game,Finland,6.9
Catan Card Game,France,7.41
Catan Card Game,Germany,7.87
Catan Card Game,Greece,7.53
Catan Card Game,Hungary,6.97
Catan Card Game,India,5.0
Catan Card Game,Indonesia,7.0
Catan Card Game,Ireland,8.33
Catan Card Game,Israel,7.0
Catan Card Game,Italy,7.26
Catan Card Game,Japan,6.57
Catan Card Game,Latvia,6.0
Catan Card Game,Lithuania,8.5
Catan Card Game,Luxembourg,9.0
Catan Card Game,Malaysia,7.5
Catan Card Game,Mexico,6.17
Catan Card Game,Netherlands,7.67
Catan Card Game,New Zealand,6.74
Catan Card Game,Norway,7.19
Catan Card Game,Philippines,8.0
Catan Card Game,Poland,7.12
Catan Card Game,Portugal,6.33
Catan Card Game,Qatar,2.0
Catan Card Game,Romania,7.63
Catan Card Game,Russia,7.08
Catan Card Game,Rwanda,8.0
Catan Card Game,Republic of Serbia,10.0
Catan Card Game,Slovakia,4.0
Catan Card Game,Slovenia,6.43
